age_group,cases,deaths,date
70-74 years,17072,766,2021-08-12
75-79 years,11822,937,2021-08-12
80-84 years,9051,1231,2021-08-12
85-89 years,6907,1380,2021-08-12
90-94 years,4564,1219,2021-08-12
95-99 years,1780,593,2021-08-12
100+ years,337,116,2021-08-12
Unknown/missing,32,0,2021-08-12
0-4 years,15295,1,2021-08-13
5-9 years,20804,2,2021-08-13
10-14 years,30202,0,2021-08-13
15-19 years,50971,0,2021-08-13
20-24 years,60238,6,2021-08-13
25-29 years,55518,9,2021-08-13
30-34 years,52747,21,2021-08-13
35-39 years,50490,34,2021-08-13
40-44 years,46841,44,2021-08-13
45-49 years,43284,90,2021-08-13
50-54 years,44307,149,2021-08-13
55-59 years,43162,226,2021-08-13
60-64 years,35885,378,2021-08-13
65-69 years,23443,522,2021-08-13
70-74 years,17111,766,2021-08-13
75-79 years,11844,938,2021-08-13
80-84 years,9071,1231,2021-08-13
85-89 years,6924,1384,2021-08-13
90-94 years,4566,1219,2021-08-13
95-99 years,1780,593,2021-08-13
100+ years,337,116,2021-08-13
Unknown/missing,31,0,2021-08-13
0-4 years,15346,1,2021-08-16
5-9 years,20907,2,2021-08-16
10-14 years,30304,0,2021-08-16
15-19 years,51089,0,2021-08-16
20-24 years,60377,6,2021-08-16
25-29 years,55657,9,2021-08-16
30-34 years,52897,21,2021-08-16
35-39 years,50615,34,2021-08-16
40-44 years,46951,44,2021-08-16
45-49 years,43376,90,2021-08-16
50-54 years,44385,149,2021-08-16
55-59 years,43231,227,2021-08-16
60-64 years,35947,378,2021-08-16
65-69 years,23481,523,2021-08-16
70-74 years,17144,767,2021-08-16
75-79 years,11865,938,2021-08-16
80-84 years,9092,1232,2021-08-16
85-89 years,6929,1384,2021-08-16
90-94 years,4569,1220,2021-08-16
95-99 years,1781,593,2021-08-16
100+ years,337,116,2021-08-16
Unknown/missing,30,0,2021-08-16
0-4 years,15476,1,2021-08-17
5-9 years,21090,2,2021-08-17
10-14 years,30480,0,2021-08-17
15-19 years,51301,0,2021-08-17
20-24 years,60618,6,2021-08-17
25-29 years,55918,9,2021-08-17
30-34 years,53180,21,2021-08-17
35-39 years,50895,34,2021-08-17
40-44 years,47197,44,2021-08-17
45-49 years,43568,90,2021-08-17
50-54 years,44571,150,2021-08-17
55-59 years,43408,228,2021-08-17
60-64 years,36097,378,2021-08-17
65-69 years,23594,523,2021-08-17
70-74 years,17219,768,2021-08-17
75-79 years,11924,938,2021-08-17
80-84 years,9138,1232,2021-08-17
85-89 years,6949,1384,2021-08-17
90-94 years,4578,1220,2021-08-17
95-99 years,1785,593,2021-08-17
100+ years,337,116,2021-08-17
Unknown/missing,31,0,2021-08-17
0-4 years,15525,1,2021-08-18
5-9 years,21154,2,2021-08-18
10-14 years,30564,0,2021-08-18
15-19 years,51360,0,2021-08-18
20-24 years,60704,6,2021-08-18
25-29 years,56012,9,2021-08-18
30-34 years,53273,21,2021-08-18
35-39 years,50982,34,2021-08-18
40-44 years,47298,44,2021-08-18
45-49 years,43656,90,2021-08-18
50-54 years,44640,150,2021-08-18
55-59 years,43481,228,2021-08-18
60-64 years,36167,379,2021-08-18
65-69 years,23637,523,2021-08-18
70-74 years,17268,768,2021-08-18
75-79 years,11948,939,2021-08-18
80-84 years,9151,1233,2021-08-18
85-89 years,6954,1385,2021-08-18
90-94 years,4582,1221,2021-08-18
95-99 years,1787,593,2021-08-18
100+ years,338,116,2021-08-18
Unknown/missing,31,0,2021-08-18
0-4 years,15573,1,2021-08-19
5-9 years,21235,2,2021-08-19
10-14 years,30652,0,2021-08-19
15-19 years,51444,0,2021-08-19
20-24 years,60809,6,2021-08-19
25-29 years,56124,9,2021-08-19
30-34 years,53386,21,2021-08-19
35-39 years,51115,34,2021-08-19
40-44 years,47421,44,2021-08-19
45-49 years,43738,90,2021-08-19
50-54 years,44732,150,2021-08-19
55-59 years,43559,229,2021-08-19
60-64 years,36229,379,2021-08-19
65-69 years,23681,527,2021-08-19
70-74 years,17306,768,2021-08-19
75-79 years,11972,941,2021-08-19
80-84 years,9167,1234,2021-08-19
85-89 years,6972,1385,2021-08-19
90-94 years,4586,1221,2021-08-19
95-99 years,1788,593,2021-08-19
100+ years,338,116,2021-08-19
Unknown/missing,31,0,2021-08-19
0-4 years,15659,1,2021-08-20
5-9 years,21327,2,2021-08-20
10-14 years,30753,0,2021-08-20
15-19 years,51560,0,2021-08-20
20-24 years,60916,6,2021-08-20
25-29 years,56277,9,2021-08-20
30-34 years,53542,21,2021-08-20
35-39 years,51270,34,2021-08-20
40-44 years,47553,44,2021-08-20
45-49 years,43855,91,2021-08-20
50-54 years,44833,150,2021-08-20
55-59 years,43648,230,2021-08-20
60-64 years,36319,380,2021-08-20
65-69 years,23751,528,2021-08-20
70-74 years,17360,768,2021-08-20
75-79 years,12009,943,2021-08-20
80-84 years,9194,1237,2021-08-20
85-89 years,6981,1385,2021-08-20
90-94 years,4591,1222,2021-08-20
95-99 years,1790,593,2021-08-20
100+ years,338,116,2021-08-20
Unknown/missing,30,0,2021-08-20
0-4 years,15724,1,2021-08-23
5-9 years,21430,2,2021-08-23
10-14 years,30849,0,2021-08-23
15-19 years,51651,0,2021-08-23
20-24 years,61050,6,2021-08-23
25-29 years,56436,9,2021-08-23
30-34 years,53690,21,2021-08-23
35-39 years,51416,34,2021-08-23
40-44 years,47674,44,2021-08-23
45-49 years,43959,91,2021-08-23
50-54 years,44935,150,2021-08-23
55-59 years,43744,230,2021-08-23
60-64 years,36406,381,2021-08-23
65-69 years,23824,530,2021-08-23
70-74 years,17416,770,2021-08-23
75-79 years,12056,943,2021-08-23
80-84 years,9211,1238,2021-08-23
85-89 years,6997,1385,2021-08-23
90-94 years,4594,1223,2021-08-23
95-99 years,1792,593,2021-08-23
100+ years,338,116,2021-08-23
Unknown/missing,30,0,2021-08-23
0-4 years,15870,1,2021-08-24
5-9 years,21653,2,2021-08-24
10-14 years,31085,0,2021-08-24
15-19 years,51882,0,2021-08-24
20-24 years,61369,6,2021-08-24
25-29 years,56758,9,2021-08-24
30-34 years,53998,21,2021-08-24
35-39 years,51744,34,2021-08-24
40-44 years,47991,45,2021-08-24
45-49 years,44185,92,2021-08-24
50-54 years,45209,151,2021-08-24
55-59 years,43997,231,2021-08-24
60-64 years,36575,381,2021-08-24
65-69 years,23997,531,2021-08-24
70-74 years,17529,770,2021-08-24
75-79 years,12133,944,2021-08-24
80-84 years,9278,1238,2021-08-24
85-89 years,7030,1385,2021-08-24
90-94 years,4609,1225,2021-08-24
95-99 years,1798,593,2021-08-24
100+ years,339,116,2021-08-24
Unknown/missing,30,0,2021-08-24
0-4 years,15924,1,2021-08-25
5-9 years,21729,2,2021-08-25
10-14 years,31159,0,2021-08-25
15-19 years,51967,0,2021-08-25
20-24 years,61476,6,2021-08-25
25-29 years,56884,9,2021-08-25
30-34 years,54132,21,2021-08-25
35-39 years,51856,34,2021-08-25
40-44 years,48088,45,2021-08-25
45-49 years,44287,92,2021-08-25
50-54 years,45299,151,2021-08-25
55-59 years,44089,232,2021-08-25
60-64 years,36646,382,2021-08-25
65-69 years,24064,531,2021-08-25
70-74 years,17572,772,2021-08-25
75-79 years,12161,945,2021-08-25
80-84 years,9299,1238,2021-08-25
85-89 years,7043,1387,2021-08-25
90-94 years,4612,1225,2021-08-25
95-99 years,1802,593,2021-08-25
100+ years,339,116,2021-08-25
Unknown/missing,31,0,2021-08-25
0-4 years,16014,1,2021-08-26
5-9 years,21835,2,2021-08-26
10-14 years,31265,0,2021-08-26
15-19 years,52083,0,2021-08-26
20-24 years,61607,6,2021-08-26
25-29 years,57029,9,2021-08-26
30-34 years,54302,21,2021-08-26
35-39 years,52022,34,2021-08-26
40-44 years,48241,45,2021-08-26
45-49 years,44400,92,2021-08-26
50-54 years,45421,151,2021-08-26
55-59 years,44182,234,2021-08-26
60-64 years,36744,384,2021-08-26
65-69 years,24140,532,2021-08-26
70-74 years,17631,774,2021-08-26
75-79 years,12196,946,2021-08-26
80-84 years,9329,1240,2021-08-26
85-89 years,7055,1388,2021-08-26
90-94 years,4620,1226,2021-08-26
95-99 years,1802,592,2021-08-26
100+ years,339,116,2021-08-26
Unknown/missing,31,0,2021-08-26
0-4 years,16099,1,2021-08-27
5-9 years,21967,2,2021-08-27
10-14 years,31401,0,2021-08-27
15-19 years,52214,0,2021-08-27
20-24 years,61766,6,2021-08-27
25-29 years,57191,9,2021-08-27
30-34 years,54476,21,2021-08-27
35-39 years,52175,34,2021-08-27
40-44 years,48380,45,2021-08-27
45-49 years,44516,92,2021-08-27
50-54 years,45535,151,2021-08-27
55-59 years,44285,234,2021-08-27
60-64 years,36832,384,2021-08-27
65-69 years,24210,533,2021-08-27
70-74 years,17679,776,2021-08-27
75-79 years,12245,946,2021-08-27
80-84 years,9352,1241,2021-08-27
85-89 years,7070,1390,2021-08-27
90-94 years,4622,1226,2021-08-27
95-99 years,1805,592,2021-08-27
100+ years,339,116,2021-08-27
Unknown/missing,31,0,2021-08-27
0-4 years,16176,1,2021-08-30
5-9 years,22104,2,2021-08-30
10-14 years,31511,0,2021-08-30
15-19 years,52332,0,2021-08-30
20-24 years,61914,6,2021-08-30
25-29 years,57368,9,2021-08-30
30-34 years,54636,21,2021-08-30
35-39 years,52343,34,2021-08-30
40-44 years,48536,45,2021-08-30
45-49 years,44630,93,2021-08-30
50-54 years,45667,152,2021-08-30
55-59 years,44383,234,2021-08-30
60-64 years,36909,384,2021-08-30
65-69 years,24294,534,2021-08-30
70-74 years,17745,776,2021-08-30
75-79 years,12281,947,2021-08-30
80-84 years,9377,1242,2021-08-30
85-89 years,7079,1390,2021-08-30
90-94 years,4631,1227,2021-08-30
95-99 years,1806,592,2021-08-30
100+ years,341,116,2021-08-30
Unknown/missing,31,0,2021-08-30
0-4 years,16349,1,2021-08-31
5-9 years,22351,2,2021-08-31
10-14 years,31748,0,2021-08-31
15-19 years,52575,0,2021-08-31
20-24 years,62237,6,2021-08-31
25-29 years,57707,9,2021-08-31
30-34 years,54976,21,2021-08-31
35-39 years,52694,34,2021-08-31
40-44 years,48840,45,2021-08-31
45-49 years,44868,93,2021-08-31
50-54 years,45882,152,2021-08-31
55-59 years,44601,234,2021-08-31
60-64 years,37122,385,2021-08-31
65-69 years,24443,534,2021-08-31
70-74 years,17838,776,2021-08-31
75-79 years,12353,948,2021-08-31
80-84 years,9436,1245,2021-08-31
85-89 years,7110,1391,2021-08-31
90-94 years,4650,1227,2021-08-31
95-99 years,1812,592,2021-08-31
100+ years,341,116,2021-08-31
Unknown/missing,31,0,2021-08-31
0-4 years,16427,1,2021-09-01
5-9 years,22448,2,2021-09-01
10-14 years,31816,0,2021-09-01
15-19 years,52652,0,2021-09-01
20-24 years,62346,6,2021-09-01
25-29 years,57815,9,2021-09-01
30-34 years,55106,21,2021-09-01
35-39 years,52823,34,2021-09-01
40-44 years,48961,45,2021-09-01
45-49 years,44947,93,2021-09-01
50-54 years,45962,154,2021-09-01
55-59 years,44698,234,2021-09-01
60-64 years,37195,385,2021-09-01
65-69 years,24499,534,2021-09-01
70-74 years,17886,777,2021-09-01
75-79 years,12396,949,2021-09-01
80-84 years,9449,1246,2021-09-01
85-89 years,7120,1391,2021-09-01
90-94 years,4657,1227,2021-09-01
95-99 years,1814,593,2021-09-01
100+ years,341,116,2021-09-01
Unknown/missing,30,0,2021-09-01
0-4 years,16520,1,2021-09-02
5-9 years,22560,2,2021-09-02
10-14 years,31922,0,2021-09-02
15-19 years,52784,0,2021-09-02
20-24 years,62499,6,2021-09-02
25-29 years,57981,9,2021-09-02
30-34 years,55289,22,2021-09-02
35-39 years,52977,34,2021-09-02
40-44 years,49110,45,2021-09-02
45-49 years,45068,93,2021-09-02
50-54 years,46075,155,2021-09-02
55-59 years,44817,236,2021-09-02
60-64 years,37294,389,2021-09-02
65-69 years,24565,536,2021-09-02
70-74 years,17934,780,2021-09-02
75-79 years,12441,951,2021-09-02
80-84 years,9479,1247,2021-09-02
85-89 years,7124,1397,2021-09-02
90-94 years,4662,1227,2021-09-02
95-99 years,1815,593,2021-09-02
100+ years,341,116,2021-09-02
Unknown/missing,31,0,2021-09-02
0-4 years,16597,1,2021-09-03
5-9 years,22679,2,2021-09-03
10-14 years,32022,0,2021-09-03
15-19 years,52933,0,2021-09-03
20-24 years,62703,6,2021-09-03
25-29 years,58174,9,2021-09-03
30-34 years,55479,22,2021-09-03
35-39 years,53163,34,2021-09-03
40-44 years,49278,45,2021-09-03
45-49 years,45199,93,2021-09-03
50-54 years,46204,155,2021-09-03
55-59 years,44946,238,2021-09-03
60-64 years,37399,389,2021-09-03
65-69 years,24649,537,2021-09-03
70-74 years,17996,781,2021-09-03
75-79 years,12482,952,2021-09-03
80-84 years,9511,1247,2021-09-03
85-89 years,7144,1397,2021-09-03
90-94 years,4670,1227,2021-09-03
95-99 years,1818,593,2021-09-03
100+ years,341,116,2021-09-03
Unknown/missing,31,0,2021-09-03
0-4 years,16686,1,2021-09-07
5-9 years,22786,2,2021-09-07
10-14 years,32157,0,2021-09-07
15-19 years,53064,0,2021-09-07
20-24 years,62889,6,2021-09-07
25-29 years,58335,9,2021-09-07
30-34 years,55675,22,2021-09-07
35-39 years,53347,34,2021-09-07
40-44 years,49433,46,2021-09-07
45-49 years,45337,93,2021-09-07
50-54 years,46338,158,2021-09-07
55-59 years,45057,238,2021-09-07
60-64 years,37502,391,2021-09-07
65-69 years,24730,537,2021-09-07
70-74 years,18065,781,2021-09-07
75-79 years,12519,956,2021-09-07
80-84 years,9536,1247,2021-09-07
85-89 years,7162,1398,2021-09-07
90-94 years,4681,1228,2021-09-07
95-99 years,1820,593,2021-09-07
100+ years,342,116,2021-09-07
Unknown/missing,31,0,2021-09-07
0-4 years,16937,1,2021-09-08
5-9 years,23159,2,2021-09-08
10-14 years,32526,0,2021-09-08
15-19 years,53459,0,2021-09-08
20-24 years,63404,6,2021-09-08
25-29 years,58862,9,2021-09-08
30-34 years,56216,22,2021-09-08
35-39 years,53818,34,2021-09-08
40-44 years,49852,48,2021-09-08
45-49 years,45631,94,2021-09-08
50-54 years,46644,158,2021-09-08
55-59 years,45379,238,2021-09-08
60-64 years,37782,391,2021-09-08
65-69 years,24972,538,2021-09-08
70-74 years,18222,782,2021-09-08
75-79 years,12639,957,2021-09-08
80-84 years,9633,1249,2021-09-08
85-89 years,7210,1399,2021-09-08
90-94 years,4699,1228,2021-09-08
95-99 years,1829,593,2021-09-08
100+ years,341,116,2021-09-08
Unknown/missing,34,0,2021-09-08
0-4 years,17011,1,2021-09-09
5-9 years,23249,2,2021-09-09
10-14 years,32594,0,2021-09-09
15-19 years,53536,0,2021-09-09
20-24 years,63496,6,2021-09-09
25-29 years,58959,9,2021-09-09
30-34 years,56308,22,2021-09-09
35-39 years,53924,34,2021-09-09
40-44 years,49956,48,2021-09-09
45-49 years,45699,94,2021-09-09
50-54 years,46707,158,2021-09-09
55-59 years,45434,238,2021-09-09
60-64 years,37841,391,2021-09-09
65-69 years,25028,540,2021-09-09
70-74 years,18254,783,2021-09-09
75-79 years,12670,958,2021-09-09
80-84 years,9657,1250,2021-09-09
85-89 years,7224,1401,2021-09-09
90-94 years,4706,1230,2021-09-09
95-99 years,1833,593,2021-09-09
100+ years,341,116,2021-09-09
Unknown/missing,32,0,2021-09-09
0-4 years,17091,1,2021-09-10
5-9 years,23379,2,2021-09-10
10-14 years,32747,0,2021-09-10
15-19 years,53685,0,2021-09-10
20-24 years,63658,6,2021-09-10
25-29 years,59162,9,2021-09-10
30-34 years,56485,22,2021-09-10
35-39 years,54100,34,2021-09-10
40-44 years,50113,49,2021-09-10
45-49 years,45813,95,2021-09-10
50-54 years,46816,158,2021-09-10
55-59 years,45545,239,2021-09-10
60-64 years,37946,394,2021-09-10
65-69 years,25098,543,2021-09-10
70-74 years,18309,785,2021-09-10
75-79 years,12707,962,2021-09-10
80-84 years,9681,1251,2021-09-10
85-89 years,7239,1401,2021-09-10
90-94 years,4714,1231,2021-09-10
95-99 years,1835,594,2021-09-10
100+ years,341,116,2021-09-10
Unknown/missing,32,0,2021-09-10
0-4 years,17216,1,2021-09-13
5-9 years,23552,2,2021-09-13
10-14 years,32925,0,2021-09-13
15-19 years,53880,0,2021-09-13
20-24 years,63871,6,2021-09-13
25-29 years,59401,9,2021-09-13
30-34 years,56706,22,2021-09-13
35-39 years,54339,34,2021-09-13
40-44 years,50326,49,2021-09-13
45-49 years,45977,95,2021-09-13
50-54 years,46951,159,2021-09-13
55-59 years,45705,240,2021-09-13
60-64 years,38095,395,2021-09-13
65-69 years,25193,544,2021-09-13
70-74 years,18372,787,2021-09-13
75-79 years,12754,964,2021-09-13
80-84 years,9718,1252,2021-09-13
85-89 years,7256,1402,2021-09-13
90-94 years,4726,1232,2021-09-13
95-99 years,1840,594,2021-09-13
100+ years,341,116,2021-09-13
Unknown/missing,32,0,2021-09-13
0-4 years,17408,1,2021-09-14
5-9 years,23849,2,2021-09-14
10-14 years,33235,0,2021-09-14
15-19 years,54207,0,2021-09-14
20-24 years,64242,6,2021-09-14
25-29 years,59830,9,2021-09-14
30-34 years,57108,22,2021-09-14
35-39 years,54700,34,2021-09-14
40-44 years,50666,51,2021-09-14
45-49 years,46249,96,2021-09-14
50-54 years,47226,159,2021-09-14
55-59 years,45959,240,2021-09-14
60-64 years,38297,397,2021-09-14
65-69 years,25391,545,2021-09-14
70-74 years,18492,788,2021-09-14
75-79 years,12859,966,2021-09-14
80-84 years,9779,1253,2021-09-14
85-89 years,7302,1403,2021-09-14
90-94 years,4750,1233,2021-09-14
95-99 years,1848,594,2021-09-14
100+ years,342,116,2021-09-14
Unknown/missing,35,0,2021-09-14
0-4 years,17526,1,2021-09-15
5-9 years,23990,2,2021-09-15
10-14 years,33388,0,2021-09-15
15-19 years,54384,0,2021-09-15
20-24 years,64444,6,2021-09-15
25-29 years,60037,9,2021-09-15
30-34 years,57333,22,2021-09-15
35-39 years,54912,34,2021-09-15
40-44 years,50881,51,2021-09-15
45-49 years,46404,96,2021-09-15
50-54 years,47371,159,2021-09-15
55-59 years,46132,243,2021-09-15
60-64 years,38440,401,2021-09-15
65-69 years,25527,549,2021-09-15
70-74 years,18581,792,2021-09-15
75-79 years,12940,970,2021-09-15
80-84 years,9827,1258,2021-09-15
85-89 years,7357,1412,2021-09-15
90-94 years,4784,1238,2021-09-15
95-99 years,1861,596,2021-09-15
100+ years,350,117,2021-09-15
Unknown/missing,36,0,2021-09-15
0-4 years,17652,1,2021-09-16
5-9 years,24169,2,2021-09-16
10-14 years,33613,0,2021-09-16
15-19 years,54598,0,2021-09-16
20-24 years,64609,6,2021-09-16
25-29 years,60242,10,2021-09-16
30-34 years,57534,22,2021-09-16
35-39 years,55108,34,2021-09-16
40-44 years,51035,51,2021-09-16
45-49 years,46557,97,2021-09-16
50-54 years,47518,160,2021-09-16
55-59 years,46260,244,2021-09-16
60-64 years,38556,402,2021-09-16
65-69 years,25612,549,2021-09-16
70-74 years,18645,793,2021-09-16
75-79 years,12998,972,2021-09-16
80-84 years,9854,1260,2021-09-16
85-89 years,7373,1415,2021-09-16
90-94 years,4791,1239,2021-09-16
95-99 years,1863,596,2021-09-16
100+ years,350,117,2021-09-16
Unknown/missing,41,0,2021-09-16
0-4 years,17777,1,2021-09-17
5-9 years,24394,2,2021-09-17
10-14 years,33881,0,2021-09-17
15-19 years,54829,0,2021-09-17
20-24 years,64810,6,2021-09-17
25-29 years,60445,10,2021-09-17
30-34 years,57734,22,2021-09-17
35-39 years,55313,35,2021-09-17
40-44 years,51208,51,2021-09-17
45-49 years,46692,97,2021-09-17
50-54 years,47662,160,2021-09-17
55-59 years,46377,245,2021-09-17
60-64 years,38682,404,2021-09-17
65-69 years,25718,550,2021-09-17
70-74 years,18701,796,2021-09-17
75-79 years,13050,973,2021-09-17
80-84 years,9889,1263,2021-09-17
85-89 years,7392,1415,2021-09-17
90-94 years,4801,1240,2021-09-17
95-99 years,1866,596,2021-09-17
100+ years,351,117,2021-09-17
Unknown/missing,41,0,2021-09-17
0-4 years,17891,1,2021-09-20
5-9 years,24596,2,2021-09-20
10-14 years,34117,0,2021-09-20
15-19 years,55021,0,2021-09-20
20-24 years,65022,6,2021-09-20
25-29 years,60638,10,2021-09-20
30-34 years,57947,23,2021-09-20
35-39 years,55487,35,2021-09-20
40-44 years,51377,51,2021-09-20
45-49 years,46818,97,2021-09-20
50-54 years,47801,160,2021-09-20
55-59 years,46495,246,2021-09-20
60-64 years,38788,406,2021-09-20
65-69 years,25801,551,2021-09-20
70-74 years,18767,796,2021-09-20
75-79 years,13085,976,2021-09-20
80-84 years,9931,1264,2021-09-20
85-89 years,7419,1416,2021-09-20
90-94 years,4808,1240,2021-09-20
95-99 years,1868,596,2021-09-20
100+ years,351,117,2021-09-20
Unknown/missing,42,0,2021-09-20
0-4 years,18180,1,2021-09-21
5-9 years,25173,2,2021-09-21
10-14 years,34784,0,2021-09-21
15-19 years,55591,0,2021-09-21
20-24 years,65450,6,2021-09-21
25-29 years,61078,10,2021-09-21
30-34 years,58439,23,2021-09-21
35-39 years,55983,35,2021-09-21
40-44 years,51820,52,2021-09-21
45-49 years,47133,97,2021-09-21
50-54 years,48129,161,2021-09-21
55-59 years,46792,247,2021-09-21
60-64 years,39073,409,2021-09-21
65-69 years,26009,552,2021-09-21
70-74 years,18950,800,2021-09-21
75-79 years,13202,978,2021-09-21
80-84 years,10025,1265,2021-09-21
85-89 years,7476,1420,2021-09-21
90-94 years,4838,1240,2021-09-21
95-99 years,1873,596,2021-09-21
